1.274610280990600586e+00,5.226255655288696289e-01,4.247020781040191650e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.341932654380798340e+00,7.491003870964050293e-01,5.347227454185485840e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247020781040191650e-01,-6.732234358787536621e-02,-2.264747917652130127e-01,-1.100206300616264343e-01,2.918347718150471337e-06,-4.726616609218581289e-08,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,-7.746569281152915210e-06,-7.650272237924582441e-08,4.925705434288829565e-05,1.888571432573371567e-07,-2.905494511651340872e-07,-1.181566810654553955e-18,7.739349712210241705e-06,7.181034078485026839e-08,-2.429287860650219955e-06,4.936071036354405805e-07,1.709998258547784644e-07
1.274610280990600586e+00,5.226255655288696289e-01,4.247360527515411377e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.337776660919189453e+00,7.198028564453125000e-01,5.413080453872680664e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247360527515411377e-01,-6.316637992858886719e-02,-1.971772462129592896e-01,-1.165720149874687195e-01,4.161772876977920532e-02,3.979342058300971985e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,3.835714189335703850e-03,2.599208615720272064e-02,-5.898295436054468155e-03,1.875892934322109795e-07,-2.885989260903443210e-07,-1.066813595238720963e-18,-3.835721407085657120e-03,-2.599209174513816833e-02,5.924961064010858536e-03,7.083326578140258789e-02,6.995752453804016113e-02
1.274610280990600586e+00,5.226255655288696289e-01,4.247567653656005859e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.337144494056701660e+00,6.863152980804443359e-01,5.456699728965759277e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247567653656005859e-01,-6.253425031900405884e-02,-1.636897325515747070e-01,-1.209132298827171326e-01,5.172153562307357788e-02,5.142186582088470459e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,-6.611282587982714176e-04,2.314160019159317017e-02,-2.366598695516586304e-03,1.868890535661194008e-07,-2.875216296160942875e-07,-1.762928060118180817e-18,6.611210992559790611e-04,-2.314160577952861786e-02,2.381834667176008224e-03,-4.803949035704135895e-03,-3.918483387678861618e-03
1.274610280990600586e+00,5.226255655288696289e-01,4.247685968875885010e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.334537744522094727e+00,6.533365845680236816e-01,5.408558249473571777e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247685968875885010e-01,-5.992751941084861755e-02,-1.307110190391540527e-01,-1.160872504115104675e-01,5.015166103839874268e-02,5.013291165232658386e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,2.290729666128754616e-03,2.338930778205394745e-02,4.973089788109064102e-03,1.864960239572610590e-07,-2.869169577479624422e-07,-1.579421970331201255e-18,-2.290736883878707886e-03,-2.338931150734424591e-02,-4.964367952197790146e-03,-3.178980550728738308e-04,-2.619280421640723944e-04
1.274610280990600586e+00,5.226255655288696289e-01,4.247753620147705078e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.332949042320251465e+00,6.205831766128540039e-01,5.306655764579772949e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247753620147705078e-01,-5.833876878023147583e-02,-9.795758873224258423e-02,-1.058902069926261902e-01,5.005128681659698486e-02,5.005011335015296936e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,5.274569848552346230e-04,2.314986474812030792e-02,7.866395637392997742e-03,1.862733540747285588e-07,-2.865743908841977827e-07,-2.032408355942989856e-19,-5.274641443975269794e-04,-2.314987033605575562e-02,-7.861397229135036469e-03,-1.997697108890861273e-05,-1.649368823564145714e-05
1.274610280990600586e+00,5.226255655288696289e-01,4.247792661190032959e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.330803871154785156e+00,5.887858271598815918e-01,5.170356035232543945e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247792661190032959e-01,-5.619360879063606262e-02,-6.616023182868957520e-02,-9.225632250308990479e-02,5.004501715302467346e-02,5.004486069083213806e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,1.461835927329957485e-03,2.235948480665683746e-02,1.019011344760656357e-02,1.861465221963953809e-07,-2.863792474272486288e-07,1.094828755019820042e-18,-1.461843028664588928e-03,-2.235948853194713593e-02,-1.018724776804447174e-02,-1.226849576596578117e-06,-1.066815002559451386e-06
1.274610280990600586e+00,5.226255655288696289e-01,4.247815012931823730e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.323802947998046875e+00,5.616320371627807617e-01,4.975178837776184082e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247815012931823730e-01,-4.919265210628509521e-02,-3.900647535920143127e-02,-7.273640483617782593e-02,5.004466697573661804e-02,5.004448816180229187e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,5.624930839985609055e-03,1.845665089786052704e-02,1.489180605858564377e-02,1.860740468373478507e-07,-2.862677490611531539e-07,-2.691140926278741569e-18,-5.624937824904918671e-03,-1.845665462315082550e-02,-1.489016134291887283e-02,-4.112633078534599917e-08,-1.031275473906134721e-07
1.274610280990600586e+00,5.226255655288696289e-01,4.247827529907226562e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.309872150421142578e+00,5.365670919418334961e-01,4.730081856250762939e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247827529907226562e-01,-3.526191785931587219e-02,-1.394153479486703873e-02,-4.822542145848274231e-02,5.004467442631721497e-02,5.004443228244781494e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,1.078631635755300522e-02,1.762971468269824982e-02,1.819050684571266174e-02,1.860325511415794608e-07,-2.862039139017724665e-07,-1.638133492451413484e-18,-1.078632380813360214e-02,-1.762972027063369751e-02,-1.818956434726715088e-02,-4.154382438059656124e-08,3.247233237857471977e-08
1.274610280990600586e+00,5.226255655288696289e-01,4.247834980487823486e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.288178086280822754e+00,5.362007617950439453e-01,4.425684809684753418e-01,1.274610280990600586e+00,5.226255655288696289e-01,4.247834980487823486e-01,-1.356787700206041336e-02,-1.357522979378700256e-02,-1.778499037027359009e-02,3.929875046014785767e-02,4.042013362050056458e-02,-3.852140935123316012e-07,5.926370363340538461e-07,1.122085348356956225e-13,1.665413752198219299e-02,-4.092436749488115311e-03,2.274052239954471588e-02,1.860087763816409279e-07,-2.861673351617355365e-07,3.728759802182862835e-18,-1.665414497256278992e-02,4.092432092875242233e-03,-2.273998223245143890e-02,-1.812182366847991943e-02,-1.710740290582180023e-02
1.274991154670715332e+00,5.463210344314575195e-01,4.250129163265228271e-01,1.390785813331604004e+00,9.001691937446594238e-01,6.246997714042663574e-01,1.286801576614379883e+00,5.494253039360046387e-01,4.285335242748260498e-01,1.274991154670715332e+00,5.463210344314575195e-01,4.250129163265228271e-01,-1.181041449308395386e-02,-3.104269970208406448e-03,-3.520615398883819580e-03,1.853925921022891998e-02,2.625465579330921173e-02,-1.147382985800504684e-02,1.848999597132205963e-02,5.266913026571273804e-02,-1.092533580958843231e-03,2.378175733610987663e-03,4.816785454750061035e-03,4.074255377054214478e-02,7.302735932171344757e-03,-5.891738086938858032e-02,3.059324575588107109e-03,1.103528682142496109e-02,-6.851294543594121933e-03,-1.284164190292358398e-02,-4.573380574584007263e-03
